"value","description","date","geography","sex","age","source_file"
980,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
965,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
884,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1122,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
972,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
847,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2022-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
971,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1115,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1016,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1029,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1042,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1094,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1181,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1103,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1024,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1193,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
863,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
926,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2021-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
953,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
892,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
893,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
890,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
829,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
881,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
811,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
579,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
767,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
1048,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
783,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
873,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2020-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
903,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
826,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
945,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
873,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
899,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
916,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
860,"patients starting treatment within 62 days of first being suspected of cancer (no suspensions)",2019-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
59.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
59.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
64.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2025-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
53.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2024-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
57.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
53.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
54.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
57.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
54.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
51.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2023-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
54,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
54.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
55.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
54.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
53.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2022-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
59.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.5,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
64.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
63.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
68.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
68.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
66.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
67.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2021-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
66.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
63.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
64.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
65.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
69.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
71.1,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
69.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61.9,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
56.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
58.8,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2020-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
63.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
59.7,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
59.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
60.3,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.2,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
61.4,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
62.6,"The percentage of patients starting their first definitive treatment in the month within 62 days of first being suspected of cancer (no suspensions)",2019-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13667,"patients informed they do not have cancer",2025-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14219,"patients informed they do not have cancer",2025-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14533,"patients informed they do not have cancer",2025-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
15294,"patients informed they do not have cancer",2025-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13649,"patients informed they do not have cancer",2025-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
15952,"patients informed they do not have cancer",2025-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
15432,"patients informed they do not have cancer",2025-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14909,"patients informed they do not have cancer",2025-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
15171,"patients informed they do not have cancer",2025-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14990,"patients informed they do not have cancer",2025-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13423,"patients informed they do not have cancer",2025-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14414,"patients informed they do not have cancer",2025-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12529,"patients informed they do not have cancer",2024-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14266,"patients informed they do not have cancer",2024-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
15745,"patients informed they do not have cancer",2024-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14073,"patients informed they do not have cancer",2024-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13716,"patients informed they do not have cancer",2024-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
16187,"patients informed they do not have cancer",2024-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14677,"patients informed they do not have cancer",2024-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14497,"patients informed they do not have cancer",2024-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13985,"patients informed they do not have cancer",2024-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13416,"patients informed they do not have cancer",2024-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14160,"patients informed they do not have cancer",2024-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14084,"patients informed they do not have cancer",2024-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12261,"patients informed they do not have cancer",2023-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14985,"patients informed they do not have cancer",2023-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14980,"patients informed they do not have cancer",2023-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14176,"patients informed they do not have cancer",2023-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14057,"patients informed they do not have cancer",2023-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14295,"patients informed they do not have cancer",2023-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14709,"patients informed they do not have cancer",2023-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13645,"patients informed they do not have cancer",2023-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12153,"patients informed they do not have cancer",2023-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14479,"patients informed they do not have cancer",2023-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12812,"patients informed they do not have cancer",2023-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13700,"patients informed they do not have cancer",2023-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11596,"patients informed they do not have cancer",2022-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14737,"patients informed they do not have cancer",2022-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14590,"patients informed they do not have cancer",2022-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
14086,"patients informed they do not have cancer",2022-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13818,"patients informed they do not have cancer",2022-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12488,"patients informed they do not have cancer",2022-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12775,"patients informed they do not have cancer",2022-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12309,"patients informed they do not have cancer",2022-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
10865,"patients informed they do not have cancer",2022-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
13033,"patients informed they do not have cancer",2022-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11705,"patients informed they do not have cancer",2022-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11849,"patients informed they do not have cancer",2022-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
10874,"patients informed they do not have cancer",2021-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12817,"patients informed they do not have cancer",2021-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11626,"patients informed they do not have cancer",2021-10-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11960,"patients informed they do not have cancer",2021-09-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11303,"patients informed they do not have cancer",2021-08-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12111,"patients informed they do not have cancer",2021-07-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
12508,"patients informed they do not have cancer",2021-06-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
10467,"patients informed they do not have cancer",2021-05-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
10890,"patients informed they do not have cancer",2021-04-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
11514,"patients informed they do not have cancer",2021-03-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
9370,"patients informed they do not have cancer",2021-02-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
9842,"patients informed they do not have cancer",2021-01-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
8438,"patients informed they do not have cancer",2020-12-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
7514,"patients informed they do not have cancer",2020-11-01,"wales","persons","all ages","patients_starting_cancer_treatment_within_62_days.csv"
440469,"patients waiting less than 26 weeks (all stages of pathway)",2025-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
450644,"patients waiting less than 26 weeks (all stages of pathway)",2025-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
454147,"patients waiting less than 26 weeks (all stages of pathway)",2025-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
449464,"patients waiting less than 26 weeks (all stages of pathway)",2025-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
443377,"patients waiting less than 26 weeks (all stages of pathway)",2025-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
450689,"patients waiting less than 26 weeks (all stages of pathway)",2025-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
445575,"patients waiting less than 26 weeks (all stages of pathway)",2025-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
