"value","description","date","geography","sex","age","source_file"
111684,"diagnostics pathway total waiting",2024-05-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
110931,"diagnostics pathway total waiting",2024-06-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
111788,"diagnostics pathway total waiting",2024-07-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
109659,"diagnostics pathway total waiting",2024-08-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
111208,"diagnostics pathway total waiting",2024-09-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
112396,"diagnostics pathway total waiting",2024-10-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
111685,"diagnostics pathway total waiting",2024-11-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
113361,"diagnostics pathway total waiting",2024-12-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
112947,"diagnostics pathway total waiting",2025-01-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
112481,"diagnostics pathway total waiting",2025-02-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
112891,"diagnostics pathway total waiting",2025-03-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
115798,"diagnostics pathway total waiting",2025-04-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
117006,"diagnostics pathway total waiting",2025-05-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
119086,"diagnostics pathway total waiting",2025-06-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
123674,"diagnostics pathway total waiting",2025-07-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
123396,"diagnostics pathway total waiting",2025-08-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
129230,"diagnostics pathway total waiting",2025-09-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
133627,"diagnostics pathway total waiting",2025-10-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
135342,"diagnostics pathway total waiting",2025-11-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
137331,"diagnostics pathway total waiting",2025-12-01,"wales","persons","all ages","diagnostic_pathway_waiting_times.csv"
87568,"total ed attendances",2025-12-01,"wales","persons","all ages","ed_attendances.csv"
89547,"total ed attendances",2025-11-01,"wales","persons","all ages","ed_attendances.csv"
96723,"total ed attendances",2025-10-01,"wales","persons","all ages","ed_attendances.csv"
93137,"total ed attendances",2025-09-01,"wales","persons","all ages","ed_attendances.csv"
95810,"total ed attendances",2025-08-01,"wales","persons","all ages","ed_attendances.csv"
100552,"total ed attendances",2025-07-01,"wales","persons","all ages","ed_attendances.csv"
95455,"total ed attendances",2025-06-01,"wales","persons","all ages","ed_attendances.csv"
97393,"total ed attendances",2025-05-01,"wales","persons","all ages","ed_attendances.csv"
92613,"total ed attendances",2025-04-01,"wales","persons","all ages","ed_attendances.csv"
96305,"total ed attendances",2025-03-01,"wales","persons","all ages","ed_attendances.csv"
80105,"total ed attendances",2025-02-01,"wales","persons","all ages","ed_attendances.csv"
85069,"total ed attendances",2025-01-01,"wales","persons","all ages","ed_attendances.csv"
87248,"total ed attendances",2024-12-01,"wales","persons","all ages","ed_attendances.csv"
89337,"total ed attendances",2024-11-01,"wales","persons","all ages","ed_attendances.csv"
94904,"total ed attendances",2024-10-01,"wales","persons","all ages","ed_attendances.csv"
90665,"total ed attendances",2024-09-01,"wales","persons","all ages","ed_attendances.csv"
91503,"total ed attendances",2024-08-01,"wales","persons","all ages","ed_attendances.csv"
95718,"total ed attendances",2024-07-01,"wales","persons","all ages","ed_attendances.csv"
93900,"total ed attendances",2024-06-01,"wales","persons","all ages","ed_attendances.csv"
98614,"total ed attendances",2024-05-01,"wales","persons","all ages","ed_attendances.csv"
91105,"total ed attendances",2024-04-01,"wales","persons","all ages","ed_attendances.csv"
91059,"total ed attendances",2024-03-01,"wales","persons","all ages","ed_attendances.csv"
82970,"total ed attendances",2024-02-01,"wales","persons","all ages","ed_attendances.csv"
85638,"total ed attendances",2024-01-01,"wales","persons","all ages","ed_attendances.csv"
83443,"total ed attendances",2023-12-01,"wales","persons","all ages","ed_attendances.csv"
84120,"total ed attendances",2023-11-01,"wales","persons","all ages","ed_attendances.csv"
92285,"total ed attendances",2023-10-01,"wales","persons","all ages","ed_attendances.csv"
91662,"total ed attendances",2023-09-01,"wales","persons","all ages","ed_attendances.csv"
91843,"total ed attendances",2023-08-01,"wales","persons","all ages","ed_attendances.csv"
94045,"total ed attendances",2023-07-01,"wales","persons","all ages","ed_attendances.csv"
97377,"total ed attendances",2023-06-01,"wales","persons","all ages","ed_attendances.csv"
98297,"total ed attendances",2023-05-01,"wales","persons","all ages","ed_attendances.csv"
86315,"total ed attendances",2023-04-01,"wales","persons","all ages","ed_attendances.csv"
89268,"total ed attendances",2023-03-01,"wales","persons","all ages","ed_attendances.csv"
77823,"total ed attendances",2023-02-01,"wales","persons","all ages","ed_attendances.csv"
77921,"total ed attendances",2023-01-01,"wales","persons","all ages","ed_attendances.csv"
88285,"total ed attendances",2022-12-01,"wales","persons","all ages","ed_attendances.csv"
85015,"total ed attendances",2022-11-01,"wales","persons","all ages","ed_attendances.csv"
91435,"total ed attendances",2022-10-01,"wales","persons","all ages","ed_attendances.csv"
86320,"total ed attendances",2022-09-01,"wales","persons","all ages","ed_attendances.csv"
90165,"total ed attendances",2022-08-01,"wales","persons","all ages","ed_attendances.csv"
90799,"total ed attendances",2022-07-01,"wales","persons","all ages","ed_attendances.csv"
87293,"total ed attendances",2022-06-01,"wales","persons","all ages","ed_attendances.csv"
89570,"total ed attendances",2022-05-01,"wales","persons","all ages","ed_attendances.csv"
82066,"total ed attendances",2022-04-01,"wales","persons","all ages","ed_attendances.csv"
87636,"total ed attendances",2022-03-01,"wales","persons","all ages","ed_attendances.csv"
72499,"total ed attendances",2022-02-01,"wales","persons","all ages","ed_attendances.csv"
73840,"total ed attendances",2022-01-01,"wales","persons","all ages","ed_attendances.csv"
72833,"total ed attendances",2021-12-01,"wales","persons","all ages","ed_attendances.csv"
79245,"total ed attendances",2021-11-01,"wales","persons","all ages","ed_attendances.csv"
83889,"total ed attendances",2021-10-01,"wales","persons","all ages","ed_attendances.csv"
86004,"total ed attendances",2021-09-01,"wales","persons","all ages","ed_attendances.csv"
87131,"total ed attendances",2021-08-01,"wales","persons","all ages","ed_attendances.csv"
91935,"total ed attendances",2021-07-01,"wales","persons","all ages","ed_attendances.csv"
91749,"total ed attendances",2021-06-01,"wales","persons","all ages","ed_attendances.csv"
85404,"total ed attendances",2021-05-01,"wales","persons","all ages","ed_attendances.csv"
81030,"total ed attendances",2021-04-01,"wales","persons","all ages","ed_attendances.csv"
70565,"total ed attendances",2021-03-01,"wales","persons","all ages","ed_attendances.csv"
53609,"total ed attendances",2021-02-01,"wales","persons","all ages","ed_attendances.csv"
53890,"total ed attendances",2021-01-01,"wales","persons","all ages","ed_attendances.csv"
57886,"total ed attendances",2020-12-01,"wales","persons","all ages","ed_attendances.csv"
62822,"total ed attendances",2020-11-01,"wales","persons","all ages","ed_attendances.csv"
63580,"total ed attendances",2020-10-01,"wales","persons","all ages","ed_attendances.csv"
73515,"total ed attendances",2020-09-01,"wales","persons","all ages","ed_attendances.csv"
77747,"total ed attendances",2020-08-01,"wales","persons","all ages","ed_attendances.csv"
72256,"total ed attendances",2020-07-01,"wales","persons","all ages","ed_attendances.csv"
65268,"total ed attendances",2020-06-01,"wales","persons","all ages","ed_attendances.csv"
58738,"total ed attendances",2020-05-01,"wales","persons","all ages","ed_attendances.csv"
41502,"total ed attendances",2020-04-01,"wales","persons","all ages","ed_attendances.csv"
61614,"total ed attendances",2020-03-01,"wales","persons","all ages","ed_attendances.csv"
76254,"total ed attendances",2020-02-01,"wales","persons","all ages","ed_attendances.csv"
81947,"total ed attendances",2020-01-01,"wales","persons","all ages","ed_attendances.csv"
83628,"total ed attendances",2019-12-01,"wales","persons","all ages","ed_attendances.csv"
84062,"total ed attendances",2019-11-01,"wales","persons","all ages","ed_attendances.csv"
88634,"total ed attendances",2019-10-01,"wales","persons","all ages","ed_attendances.csv"
89529,"total ed attendances",2019-09-01,"wales","persons","all ages","ed_attendances.csv"
90482,"total ed attendances",2019-08-01,"wales","persons","all ages","ed_attendances.csv"
96871,"total ed attendances",2019-07-01,"wales","persons","all ages","ed_attendances.csv"
86346,"total ed attendances",2019-06-01,"wales","persons","all ages","ed_attendances.csv"
90684,"total ed attendances",2019-05-01,"wales","persons","all ages","ed_attendances.csv"
88076,"total ed attendances",2019-04-01,"wales","persons","all ages","ed_attendances.csv"
87383,"total ed attendances",2019-03-01,"wales","persons","all ages","ed_attendances.csv"
77437,"total ed attendances",2019-02-01,"wales","persons","all ages","ed_attendances.csv"
82412,"total ed attendances",2019-01-01,"wales","persons","all ages","ed_attendances.csv"
63.16,"% of ed attendances where patients spend less than the 4 hour target",2025-12-01,"wales","persons","all ages","ed_attendances_targets.csv"
65.07,"% of ed attendances where patients spend less than the 4 hour target",2025-11-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.06,"% of ed attendances where patients spend less than the 4 hour target",2025-10-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.66,"% of ed attendances where patients spend less than the 4 hour target",2025-09-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.48,"% of ed attendances where patients spend less than the 4 hour target",2025-08-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.17,"% of ed attendances where patients spend less than the 4 hour target",2025-07-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.95,"% of ed attendances where patients spend less than the 4 hour target",2025-06-01,"wales","persons","all ages","ed_attendances_targets.csv"
67,"% of ed attendances where patients spend less than the 4 hour target",2025-05-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.69,"% of ed attendances where patients spend less than the 4 hour target",2025-04-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.9,"% of ed attendances where patients spend less than the 4 hour target",2025-03-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.78,"% of ed attendances where patients spend less than the 4 hour target",2025-02-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.64,"% of ed attendances where patients spend less than the 4 hour target",2025-01-01,"wales","persons","all ages","ed_attendances_targets.csv"
64.84,"% of ed attendances where patients spend less than the 4 hour target",2024-12-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.56,"% of ed attendances where patients spend less than the 4 hour target",2024-11-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.97,"% of ed attendances where patients spend less than the 4 hour target",2024-10-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.38,"% of ed attendances where patients spend less than the 4 hour target",2024-09-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.91,"% of ed attendances where patients spend less than the 4 hour target",2024-08-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.93,"% of ed attendances where patients spend less than the 4 hour target",2024-07-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.54,"% of ed attendances where patients spend less than the 4 hour target",2024-06-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.42,"% of ed attendances where patients spend less than the 4 hour target",2024-05-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.91,"% of ed attendances where patients spend less than the 4 hour target",2024-04-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.47,"% of ed attendances where patients spend less than the 4 hour target",2024-03-01,"wales","persons","all ages","ed_attendances_targets.csv"
67.62,"% of ed attendances where patients spend less than the 4 hour target",2024-02-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.06,"% of ed attendances where patients spend less than the 4 hour target",2024-01-01,"wales","persons","all ages","ed_attendances_targets.csv"
66.43,"% of ed attendances where patients spend less than the 4 hour target",2023-12-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.11,"% of ed attendances where patients spend less than the 4 hour target",2023-11-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.46,"% of ed attendances where patients spend less than the 4 hour target",2023-10-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.58,"% of ed attendances where patients spend less than the 4 hour target",2023-09-01,"wales","persons","all ages","ed_attendances_targets.csv"
68.71,"% of ed attendances where patients spend less than the 4 hour target",2023-08-01,"wales","persons","all ages","ed_attendances_targets.csv"
70.41,"% of ed attendances where patients spend less than the 4 hour target",2023-07-01,"wales","persons","all ages","ed_attendances_targets.csv"
72.23,"% of ed attendances where patients spend less than the 4 hour target",2023-06-01,"wales","persons","all ages","ed_attendances_targets.csv"
71.73,"% of ed attendances where patients spend less than the 4 hour target",2023-05-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.97,"% of ed attendances where patients spend less than the 4 hour target",2023-04-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.47,"% of ed attendances where patients spend less than the 4 hour target",2023-03-01,"wales","persons","all ages","ed_attendances_targets.csv"
71.53,"% of ed attendances where patients spend less than the 4 hour target",2023-02-01,"wales","persons","all ages","ed_attendances_targets.csv"
69.88,"% of ed attendances where patients spend less than the 4 hour target",2023-01-01,"wales","persons","all ages","ed_attendances_targets.csv"
